REF_DATE,GEO,DGUID,NAICS,Enterprises characteristics,country_control,Size of enterprise,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2006,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,643751,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1332527,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1324418,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,6123,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,1986,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,8181,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,5750,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1105,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1326,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1673,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,707,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40228,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,526624,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,114409,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4497,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,43982,,,,0
2007,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,649715,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1404382,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1395850,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,6496,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2036,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,7640,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,5189,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1082,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1369,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1654,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,684,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,39986,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,544610,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,130744,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4537,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44358,,,,0
2008,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,677390,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1309100,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1301392,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,5858,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,1850,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,7679,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,5244,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1074,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1361,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1642,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,700,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,39971,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,542864,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,113028,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4684,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44027,,,,0
2009,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,584934,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1337827,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1330051,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,5942,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,1834,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,7745,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,5312,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1064,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1369,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1579,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,674,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40319,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,532464,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,119572,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4202,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44519,,,,0
2010,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,625560,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1346712,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1338231,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,6438,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2043,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,7940,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,5442,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1093,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1405,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1706,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,703,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40165,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,537402,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,125394,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4029,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,45196,,,,0
2011,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,657867,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1357655,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1348806,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,6673,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2176,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,8746,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,6071,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1169,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1506,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1722,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,723,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40024,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,503608,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,121142,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4112,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44970,,,,0
2012,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,652040,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1582485,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1573152,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,7005,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2328,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,10516,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7682,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1288,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1546,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1546,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,662,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40051,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,482910,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,101104,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,3424,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44952,,,,0
2013,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,633257,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1648577,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1638541,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,7556,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2480,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,10501,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7593,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1283,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1625,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1591,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,662,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40094,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,497509,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,105675,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,3797,,,,0
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,45426,,,,0
