REF_DATE,GEO,DGUID,NAICS,Enterprises characteristics,country_control,Size of enterprise,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2014,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,629281,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1680462,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1670112,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,7763,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2587,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,10975,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7926,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1416,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1633,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1561,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,667,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40331,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,462154,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,96679,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4022,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,45211,,,,0
2015,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,591035,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1783929,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1773403,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,7880,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2646,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,11176,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,8078,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1449,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1649,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1498,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,641,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40248,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,460815,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,96078,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,3956,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44648,,,,0
2016,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,592551,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1801500,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1790272,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,8377,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,2851,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,11176,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7912,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1501,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1763,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1585,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,657,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40305,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,469944,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,102620,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,3961,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44459,,,,0
2017,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,594900,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1888689,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1876544,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,9014,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,3132,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,11406,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7963,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1580,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1863,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1629,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,659,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40212,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,472093,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,106339,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4067,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44315,,,,0
2018,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,596081,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1925960,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1913320,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,9441,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,3199,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,11059,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7558,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1639,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1863,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1666,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,661,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40324,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,488633,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,111992,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4176,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44594,,,,0
2019,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,608668,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1882943,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1870563,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,9339,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,3041,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,10967,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7560,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1626,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1781,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1625,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,656,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40165,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,479565,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,101572,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4407,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44528,,,,0
2020,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,566097,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1898227,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1883600,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,10840,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,3787,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,11118,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7550,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1614,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,1954,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,1844,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,720,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40428,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,450531,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,115084,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4358,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,44638,,,,0
2021,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,601104,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,"Total enterprises, all sizes",Number,223,units,0,v41596475,1.1.1.1.1,1968950,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Small enterprises,Number,223,units,0,v41596476,1.1.1.1.2,1952281,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Medium enterprises,Number,223,units,0,v41596477,1.1.1.1.3,12333,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Canadian control,Large enterprises,Number,223,units,0,v41596478,1.1.1.1.4,4336,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,"Total enterprises, all sizes",Number,223,units,0,v41596479,1.1.1.2.1,10946,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Small enterprises,Number,223,units,0,v41596480,1.1.1.2.2,7175,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Medium enterprises,Number,223,units,0,v41596481,1.1.1.2.3,1673,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Number of enterprises,Foreign control,Large enterprises,Number,223,units,0,v41596482,1.1.1.2.4,2098,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596483,1.1.2.1.1,2032,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Small enterprises,Dollars,81,thousands,3,v41596484,1.1.2.1.2,753,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Medium enterprises,Dollars,81,thousands,3,v41596485,1.1.2.1.3,40407,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Canadian control,Large enterprises,Dollars,81,thousands,3,v41596486,1.1.2.1.4,468873,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,"Total enterprises, all sizes",Dollars,81,thousands,3,v41596487,1.1.2.2.1,135498,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Small enterprises,Dollars,81,thousands,3,v41596488,1.1.2.2.2,4120,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Medium enterprises,Dollars,81,thousands,3,v41596489,1.1.2.2.3,45125,,,,0
2022,Canada,2016A000011124,"Total, all industries (excluding management of companies and enterprises)",Mean operating revenues (dollars),Foreign control,Large enterprises,Dollars,81,thousands,3,v41596490,1.1.2.2.4,656868,,,,0
